Day fraction since midnight on	Time (s)	Hydraulic Residence Time	pH
0.6548736761	598	0.5894889584	7.148641586
0.6548852486	599	0.5904747259	7.133780003
0.6548968214	600	0.5914604934	7.151765823
0.6549083975	601	0.5924462609	7.14261198
0.6549199711	602	0.5934320284	7.160602093
0.6549315524	603	0.5944177959	7.179956436
0.6549431176	604	0.5954035634	7.214905739
0.6549547008	605	0.5963893308	7.169190884
0.6549662715	606	0.5973750983	7.192597389
0.6549778482	607	0.5983608658	7.171733379
0.6549894141	608	0.5993466333	7.180040836
0.655000997	609	0.6003324008	7.179692745
0.6550125775	610	0.6013181683	7.204045773
0.6550241462	611	0.6023039358	7.175566673
0.6550357181	612	0.6032897033	7.280754089
0.6550472914	613	0.6042754708	7.217405319
0.6550588674	614	0.6052612382	7.217755795
0.6550704412	615	0.6062470057	7.175323963
0.6550820126	616	0.6072327732	7.139162064
0.6550935808	617	0.6082185407	7.148658276
0.65510516	618	0.6092043082	7.148374558
0.6551167363	619	0.6101900757	7.154621601
0.6551283082	620	0.6111758432	7.15164423
0.6551398868	621	0.6121616107	7.171663284
0.6551514677	622	0.6131473782	7.186232567
0.6551630342	623	0.6141331456	7.158594608
0.6551746089	624	0.6151189131	7.151886463
0.6551861843	625	0.6161046806	7.153377056
0.6551977518	626	0.6170904481	7.154057026
0.6552093238	627	0.6180762156	7.176087856
0.6552209046	628	0.6190619831	7.169931889
0.6552324759	629	0.6200477506	7.195548534
0.6552440542	630	0.6210335181	7.152237415
0.655255623	631	0.6220192856	7.161690235
0.6552672029	632	0.623005053	7.128007412
